# -log(1-Mr/M*)    X_O        X_C        X_He       X_H         B          N^2
    12.385935   0.000000   0.000000   1.000000   0.000000   0.000000   0.30422E+03
    12.439624   0.000000   0.000000   1.000000   0.000000   0.000000   0.31090E+03
    12.493315   0.000000   0.000000   1.000000   0.000000   0.000000   0.31760E+03
    12.547009   0.000000   0.000000   1.000000   0.000000   0.000000   0.32429E+03
    12.600704   0.000000   0.000000   1.000000   0.000000   0.000000   0.33097E+03
    12.654402   0.000000   0.000000   1.000000   0.000000   0.000000   0.33755E+03
    12.708102   0.000000   0.000000   1.000000   0.000000   0.000000   0.34393E+03
    12.761804   0.000000   0.000000   1.000000   0.000000   0.000000   0.34998E+03
    12.815507   0.000000   0.000000   1.000000   0.000000   0.000000   0.35573E+03
    12.869210   0.000000   0.000000   1.000000   0.000000   0.000000   0.36118E+03
    12.922913   0.000000   0.000000   1.000000   0.000000   0.000000   0.36624E+03
    12.976615   0.000000   0.000000   1.000000   0.000000   0.000000   0.37077E+03
    13.030316   0.000000   0.000000   1.000000   0.000000   0.000000   0.37472E+03
    13.084016   0.000000   0.000000   1.000000   0.000000   0.000000   0.37803E+03
    13.137713   0.000000   0.000000   1.000000   0.000000   0.000000   0.38052E+03
    13.191407   0.000000   0.000000   1.000000   0.000000   0.000000   0.38193E+03
    13.245095   0.000000   0.000000   1.000000   0.000000   0.000000   0.38205E+03
    13.298779   0.000000   0.000000   1.000000   0.000000   0.000000   0.38072E+03
    13.352456   0.000000   0.000000   1.000000   0.000000   0.000000   0.37794E+03
    13.406126   0.000000   0.000000   1.000000   0.000000   0.000000   0.37389E+03
    13.459787   0.000000   0.000000   1.000000   0.000000   0.000000   0.36847E+03
    13.513438   0.000000   0.000000   1.000000   0.000000   0.000000   0.36113E+03
    13.567081   0.000000   0.000000   1.000000   0.000000   0.000000   0.35185E+03
    13.620714   0.000000   0.000000   1.000000   0.000000   0.000000   0.34195E+03
    13.674339   0.000000   0.000000   1.000000   0.000000   0.000000   0.33253E+03
    13.727959   0.000000   0.000000   1.000000   0.000000   0.000000   0.32350E+03
    13.781578   0.000000   0.000000   1.000000   0.000000   0.000000   0.31564E+03
    13.835202   0.000000   0.000000   1.000000   0.000000   0.000000   0.31092E+03
    13.888838   0.000000   0.000000   1.000000   0.000000   0.000000   0.30952E+03
    13.942495   0.000000   0.000000   1.000000   0.000000   0.000000   0.31095E+03
    13.996183   0.000000   0.000000   1.000000   0.000000   0.000000   0.31584E+03
    14.049911   0.000000   0.000000   1.000000   0.000000   0.000000   0.32460E+03
    14.103691   0.000000   0.000000   1.000000   0.000000   0.000000   0.33703E+03
    14.157533   0.000000   0.000000   1.000000   0.000000   0.000000   0.35203E+03
    14.211451   0.000000   0.000000   1.000000   0.000000   0.000000   0.36840E+03
    14.265456   0.000000   0.000000   1.000000   0.000000   0.000000   0.38538E+03
    14.319559   0.000000   0.000000   1.000000   0.000000   0.000000   0.40220E+03
    14.373774   0.000000   0.000000   1.000000   0.000000   0.000000   0.41810E+03
    14.428114   0.000000   0.000000   1.000000   0.000000   0.000000   0.43188E+03
    14.482596   0.000000   0.000000   1.000000   0.000000   0.000000   0.44205E+03
    14.537236   0.000000   0.000000   1.000000   0.000000   0.000000   0.44770E+03
    14.592053   0.000000   0.000000   1.000000   0.000000   0.000000   0.44803E+03
    14.647067   0.000000   0.000000   1.000000   0.000000   0.000000   0.44176E+03
    14.702304   0.000000   0.000000   1.000000   0.000000   0.000000   0.42713E+03
    14.757790   0.000000   0.000000   1.000000   0.000000   0.000000   0.40155E+03
    14.813555   0.000000   0.000000   1.000000   0.000000   0.000000   0.36162E+03
    14.869635   0.000000   0.000000   1.000000   0.000000   0.000000   0.30458E+03
    14.926067   0.000000   0.000000   1.000000   0.000000   0.000000   0.22665E+03
    14.982896   0.000000   0.000000   1.000000   0.000000   0.000000   0.11685E+03
    15.040170   0.000000   0.000000   1.000000   0.000000   0.000000  -0.00000E+00
    15.097945   0.000000   0.000000   1.000000   0.000000   0.000000  -0.00000E+00
    15.156287   0.000000   0.000000   1.000000   0.000000   0.000000  -0.00000E+00
    15.215255   0.000000   0.000000   1.000000   0.000000   0.000000  -0.00000E+00
    15.274903   0.000000   0.000000   1.000000   0.000000   0.000000  -0.00000E+00
    15.335256   0.000000   0.000000   1.000000   0.000000   0.000000  -0.00000E+00
    15.396266   0.000000   0.000000   1.000000   0.000000   0.000000  -0.00000E+00
    15.457749   0.000000   0.000000   1.000000   0.000000   0.000000  -0.00000E+00
    15.519542   0.000000   0.000000   1.000000   0.000000   0.000000  -0.00000E+00
    15.582074   0.000000   0.000000   1.000000   0.000000   0.000000  -0.00000E+00
    15.646965   0.000000   0.000000   1.000000   0.000000   0.000000  -0.00000E+00
    15.715410   0.000000   0.000000   1.000000   0.000000   0.000000  -0.00000E+00
    15.787758   0.000000   0.000000   1.000000   0.000000   0.000000  -0.00000E+00
    15.864430   0.000000   0.000000   1.000000   0.000000   0.000000  -0.00000E+00
    15.946223   0.000000   0.000000   1.000000   0.000000   0.000000   0.26115E+03
    16.034491   0.000000   0.000000   1.000000   0.000000   0.000000   0.11207E+04
    16.131325   0.000000   0.000000   1.000000   0.000000   0.000000   0.18161E+04
    16.239954   0.000000   0.000000   1.000000   0.000000   0.000000   0.24065E+04
    16.365842   0.000000   0.000000   1.000000   0.000000   0.000000   0.29278E+04
    16.519276   0.000000   0.000000   1.000000   0.000000   0.000000   0.33970E+04
    16.723371   0.000000   0.000000   1.000000   0.000000   0.000000   0.38225E+04
    17.051903   0.000000   0.000000   1.000000   0.000000   0.000000   0.42098E+04
